City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,whakatane,-37.9585,176.9854,57.18,49,100,8.28,NZ,1730683234
361,anadyr,64.75,177.4833,18.1,72,75,22.37,RU,1730683236
362,bratske,47.865,31.5731,37.54,46,100,15.5,UA,1730683238
363,port alfred,-33.5906,26.891,60.19,93,100,1.99,ZA,1730683239
364,port-vila,-17.7338,168.3219,80.2,61,40,16.11,VU,1730683240
365,newman,37.3138,-121.0208,65.03,41,0,14.0,US,1730683241
366,kirakira,-10.4544,161.9205,85.95,73,39,7.47,SB,1730683243
367,necochea,-38.5473,-58.7368,58.32,69,100,19.01,AR,1730683244
368,buritis,-15.6178,-46.4233,70.36,95,100,3.11,BR,1730683245
369,la passe,45.5549,-0.8967,57.63,91,86,9.17,FR,1730683246
370,kiunga,-6.1219,141.2906,84.99,66,97,3.53,PG,1730683248
371,santiago de cao,-7.9589,-79.2392,62.73,88,40,12.66,PE,1730683250
372,berrahal,36.8353,7.4533,65.79,78,0,1.1,DZ,1730683251
373,chatham,51.3789,0.5279,53.11,71,0,1.01,GB,1730683252
374,laoang,12.5,125.0167,82.09,81,55,3.13,PH,1730683254
375,nahiyat al fuhud,30.9697,46.7228,73.26,67,22,5.06,IQ,1730683255
376,nagqu,31.5,92.0,24.51,40,82,3.44,CN,1730683256
377,lihue,21.9789,-159.3672,81.99,71,20,12.66,US,1730683258
378,chimbote,-9.0853,-78.5783,65.17,85,79,10.71,PE,1730683259
379,la ronge,55.1001,-105.2842,34.05,86,100,11.5,CA,1730683260
380,pauini,-7.7136,-66.9764,72.37,97,100,5.41,BR,1730683263
381,hasaki,35.7333,140.8333,69.94,57,0,9.8,JP,1730683264
382,port lincoln,-34.7333,135.8667,64.02,59,47,3.83,AU,1730683265
383,queenstown,-31.8976,26.8753,58.14,88,93,5.19,ZA,1730683266
384,narvik,68.4384,17.4272,32.25,93,100,10.98,NO,1730683268
385,egersund,58.4513,5.9997,48.36,91,0,6.85,NO,1730683270
386,moranbah,-22.0016,148.0466,88.84,27,80,11.7,AU,1730683271
387,xiaoweizhai,26.1903,107.5125,62.91,70,98,4.12,CN,1730683273
388,menaka,15.9182,2.4022,79.11,18,0,10.11,ML,1730683274
389,aoulef,26.9667,1.0833,78.1,17,100,5.37,DZ,1730683275
390,belyy yar,53.6039,91.3903,30.09,93,100,0.0,RU,1730683277
391,ust'-uda,54.1742,103.0304,16.11,85,28,2.01,RU,1730683278
392,jalai nur,49.45,117.7,26.06,48,100,14.05,CN,1730683279
393,al qaryatayn,34.2296,37.2407,55.67,79,0,3.53,SY,1730683280
394,luderitz,-26.6481,15.1594,59.56,66,98,23.4,NA,1730683282
395,tindouf,27.6711,-8.1474,68.45,30,0,4.61,DZ,1730683283
396,ar ruways,24.1103,52.7306,78.4,71,0,6.4,AE,1730683284
397,puchezh,56.9788,43.1676,30.24,78,100,6.76,RU,1730683285
398,tanumah,27.1,44.1333,73.35,48,11,2.62,SA,1730683286
399,saynshand,44.8824,110.1163,27.19,26,100,7.45,MN,1730683288
400,napier,-39.4833,176.9167,60.28,45,94,7.0,NZ,1730683289
401,valdivia,-39.8142,-73.2459,51.89,99,14,3.22,CL,1730683290
402,mariental,-24.6333,17.9667,67.51,25,7,11.61,NA,1730683291
403,pitimbu,-7.4706,-34.8086,76.69,72,48,13.0,BR,1730683292
404,alvorada,-12.48,-49.1247,75.2,88,100,7.31,BR,1730683294
405,ilebo,-4.3167,20.5833,69.53,99,100,1.1,CD,1730683295
406,muynoq,43.7683,59.0214,49.78,72,100,20.65,UZ,1730683296
407,maple glen,40.0156,-79.9767,56.17,64,81,5.03,US,1730683298
408,bolivar,37.6145,-93.4105,62.94,92,100,12.8,US,1730683299
409,klyuchi,52.2667,79.1667,44.8,75,41,19.13,RU,1730683300
410,qorovulbozor,39.5006,64.7936,65.55,38,100,9.24,UZ,1730683301
411,leh,34.1667,77.5833,31.68,44,0,3.13,IN,1730683303
412,el rama,12.1596,-84.2195,74.37,95,92,2.26,NI,1730683304
413,lucea,18.451,-78.1736,80.46,76,26,18.12,JM,1730683305
414,akrehamn,59.2667,5.1833,50.25,100,100,4.61,NO,1730683307
415,bermeo,43.4209,-2.7215,63.82,82,99,8.79,ES,1730683308
416,churapcha,62.0025,132.4325,-1.95,91,100,2.13,RU,1730683309
417,egilsstadir,65.2653,-14.3948,49.91,76,97,17.27,IS,1730683310
418,ostersund,63.1792,14.6357,36.61,83,75,18.41,SE,1730683311
419,mata-utu,-13.2816,-176.1745,83.19,77,96,9.4,WF,1730683313
420,uacu cungo,-11.3634,15.1208,64.11,96,100,1.77,AO,1730683314
421,kruisfontein,-34.0033,24.7314,57.78,85,100,15.79,ZA,1730683315
422,pemangkat,1.1667,108.9667,81.37,76,71,2.91,ID,1730683316
423,leeton,-34.5667,146.4,73.09,28,100,3.85,AU,1730683317
424,al bardiyah,31.7561,25.0865,66.13,74,0,9.62,LY,1730683318
425,buala,-8.145,159.5921,84.99,72,99,3.06,SB,1730683319
426,tosontsengel,48.7567,98.2839,8.65,96,53,0.76,MN,1730683320
427,marsh harbour,26.5412,-77.0636,76.71,79,1,22.28,BS,1730683322
428,nantucket,41.2835,-70.0995,44.15,70,0,4.61,US,1730683323
429,ta`u,-14.2336,-169.5144,81.61,81,100,12.91,AS,1730683324
430,kashgar,39.4547,75.9797,49.21,46,0,11.18,CN,1730683325
431,kuqa,41.7278,82.9364,45.93,52,0,0.58,CN,1730683326
432,taro,-8.3862,115.28,80.73,66,44,2.44,ID,1730683327
433,talodi,10.6325,30.3797,75.29,26,14,6.06,SD,1730683328
434,viedma,-40.8135,-62.9967,68.09,34,99,21.03,AR,1730683329
435,chenaran,36.6455,59.1212,60.1,40,29,1.3,IR,1730683330
436,penzance,50.1186,-5.5371,53.76,86,17,9.86,GB,1730683332
437,rikaze,29.25,88.8833,39.81,59,6,2.3,CN,1730683333
438,forster,-32.1667,152.5167,87.39,63,99,11.88,AU,1730683334
439,sinop,41.7711,34.8709,39.24,79,90,0.92,TR,1730683335
440,ghanzi,-21.5667,21.7833,73.11,35,13,2.8,BW,1730683336
441,shihezi,44.3,86.0333,43.09,65,100,5.12,CN,1730683337
442,cherlak,54.155,74.8055,39.61,92,100,6.02,RU,1730683338
443,vernon,50.2581,-119.2691,43.75,85,86,1.14,CA,1730683340
444,oulainen,64.2667,24.8,30.24,80,8,5.21,FI,1730683292
445,puerto armuelles,8.2833,-82.8667,76.08,92,100,5.01,PA,1730683342
446,kelibia,36.8476,11.0939,64.65,94,20,0.0,TN,1730683344
447,kui buri,12.0828,99.8543,80.1,80,100,9.26,TH,1730683345
448,touros,-5.1989,-35.4608,76.91,74,81,14.34,BR,1730683346
449,guerrero negro,27.9769,-114.0611,63.39,66,62,18.41,MX,1730683347
450,al miqdadiyah,33.9786,44.9369,68.09,79,0,6.29,IQ,1730683349
451,mangrol,21.1167,70.1167,78.42,53,3,7.94,IN,1730683350
452,san justo,-30.7891,-60.5919,74.98,81,37,3.0,AR,1730683351
453,condoto,5.0935,-76.6497,73.83,98,100,2.66,CO,1730683352
454,westport,41.1415,-73.3579,44.2,72,0,5.75,US,1730683354
455,guledagudda,16.05,75.8,72.01,80,0,6.55,IN,1730683355
456,raduzhny,62.0961,77.475,28.63,75,100,20.09,RU,1730683356
457,shenjiamen,29.9576,122.298,67.84,75,94,11.14,CN,1730683358
458,axim,4.8699,-2.2405,78.17,84,22,2.53,GH,1730683359
459,antalaha,-14.9003,50.2788,73.31,86,38,5.73,MG,1730683360
460,bulolo,-7.2,146.65,85.77,56,100,3.67,PG,1730683362
461,opuwo,-18.0607,13.84,69.03,33,81,3.29,NA,1730683363
462,puerto maldonado,-12.6,-69.1833,72.5,98,100,2.62,PE,1730683364
463,nchelenge,-9.3451,28.734,70.97,82,100,4.56,ZM,1730683365
464,berezovo,63.9381,65.0419,26.22,96,100,6.31,RU,1730683367
465,ekibastuz,51.6667,75.3667,51.13,53,100,17.52,KZ,1730683368
466,frenda,35.0654,1.0495,57.56,65,0,12.73,DZ,1730683369
467,taulaga,-11.0553,-171.0883,82.87,74,56,11.3,AS,1730683371
468,voskresenskoye,56.8381,45.4317,25.95,91,64,3.51,RU,1730683372
469,tongouson,5.0214,120.1328,82.36,79,100,5.84,PH,1730683373
470,hood river,45.7054,-121.5215,53.29,70,0,13.0,US,1730683374
471,alotau,-10.3069,150.4462,82.4,83,92,5.37,PG,1730683375
472,ocean city,39.2776,-74.5746,50.99,64,47,7.0,US,1730683142
473,vilyuysk,63.7553,121.6247,-2.72,98,93,2.55,RU,1730683380
474,new plymouth,-39.0667,174.0833,55.31,100,99,11.34,NZ,1730683364
475,sitka,57.0531,-135.33,46.29,76,100,8.05,US,1730683382
476,carrefour,18.5411,-72.3992,79.16,82,100,2.93,HT,1730683383
477,margate,51.3813,1.3862,50.88,83,4,8.46,GB,1730683384
478,shizunai-furukawacho,42.3339,142.3669,57.13,74,100,15.5,JP,1730683385
479,dolores,-36.3132,-57.6792,60.94,84,100,10.16,AR,1730683387
480,san andres,12.5847,-81.7006,84.22,79,40,2.3,CO,1730683388
481,kavieng,-2.5744,150.7967,84.13,72,100,7.92,PG,1730683389
482,mar del plata,-38.0023,-57.5575,62.62,87,100,15.01,AR,1730683118
483,carloforte,39.145,8.3058,64.0,64,0,5.55,IT,1730683391
484,tateyama,34.9833,139.8667,70.97,57,3,8.77,JP,1730683392
485,pajapan,18.25,-94.7,72.0,84,16,2.95,MX,1730683393
486,mukalla,14.5425,49.1242,76.95,67,0,0.18,YE,1730683395
487,cooper's town,26.8667,-77.5167,76.41,75,0,20.29,BS,1730683396
488,kerema,-7.9631,145.7785,82.35,76,100,7.29,PG,1730683397
489,launceston,-41.45,147.1667,62.24,44,75,16.11,AU,1730683398
490,kitakata,37.65,139.8667,60.28,59,0,2.21,JP,1730683399
491,turpan,42.9333,89.1667,48.49,50,6,1.36,CN,1730683400
492,vicuna,-30.0319,-70.7081,65.77,51,0,0.74,CL,1730683402
493,sabha,27.0377,14.4283,63.57,39,0,9.26,LY,1730683403
494,haiku-pauwela,20.9219,-156.3051,82.42,68,40,25.01,US,1730683404
495,la junta,37.985,-103.5438,56.17,50,100,10.36,US,1730683405
496,hilo,19.7297,-155.09,80.33,82,100,9.22,US,1730683398
497,suva,-18.1416,178.4415,80.08,74,40,10.36,FJ,1730683407
498,santa vitoria do palmar,-33.5189,-53.3681,66.42,94,100,12.44,BR,1730683408
499,astara,38.5,48.6667,48.18,98,100,5.97,AZ,1730683410
500,callao,-12.0667,-77.15,69.71,82,100,13.8,PE,1730683411
501,slavutych,51.5196,30.7343,42.21,58,100,15.99,UA,1730683412
502,yigo village,13.5361,144.8886,87.12,71,20,11.5,GU,1730683413
503,sarrebourg,48.7333,7.05,41.43,92,8,6.06,FR,1730683414
504,brookings,44.3114,-96.7984,50.18,98,100,17.27,US,1730683253
505,marion,39.7684,-86.1555,68.16,69,100,14.97,US,1730683416
506,kenai,60.5544,-151.2583,33.15,99,100,0.0,US,1730683417
507,al kharijah,25.4514,30.5464,63.73,54,0,4.21,EG,1730683419
508,avarua,-21.2078,-159.775,78.85,78,20,14.97,CK,1730683420
509,tortoli,39.9256,9.6572,62.13,88,0,6.91,IT,1730683421
510,beli,7.8587,10.9719,73.2,65,13,2.21,NG,1730683422
511,al mutayrifi,25.4788,49.5576,70.14,64,0,4.12,SA,1730683424
512,taytayan,7.7339,126.5019,84.56,69,100,3.29,PH,1730683426
513,jianshui,23.6363,102.8264,62.74,84,32,5.5,CN,1730683427
514,inongo,-1.95,18.2667,71.4,97,100,3.74,CD,1730683428
515,idri,27.5,13.2667,64.09,42,0,7.61,LY,1730683429
516,terra rica,-22.7094,-52.6169,73.22,91,100,8.37,BR,1730683430
517,inverell,-29.7833,151.1167,88.11,46,100,8.01,AU,1730683432
518,trincomalee,8.5711,81.2335,79.59,80,97,0.92,LK,1730683433
519,zarand,30.8127,56.564,63.45,38,0,3.38,IR,1730683434
520,namtsy,62.7161,129.6658,-6.93,95,94,1.66,RU,1730683435
521,kimbe,-5.5502,150.1429,86.18,67,18,5.91,PG,1730683436
522,tralee,52.2704,-9.7026,54.18,77,98,3.53,IE,1730683437
523,santiago papasquiaro,25.046,-105.4208,55.78,56,0,8.84,MX,1730683438
524,sinan,34.8262,126.1086,63.41,80,20,11.36,KR,1730683440
525,chinde,26.8212,87.7095,66.54,71,0,5.23,NP,1730683441
526,mo i rana,66.3128,14.1428,37.87,75,75,11.5,NO,1730683442
527,cambria,35.5641,-121.0808,58.05,74,0,5.99,US,1730683235
528,the dalles,45.5946,-121.1787,54.3,63,0,21.85,US,1730683444
529,talagutong,6.2644,125.6678,84.15,73,100,3.51,PH,1730683445
530,sechura,-5.5569,-80.8222,66.52,79,100,16.17,PE,1730683446
531,sao raimundo nonato,-9.0153,-42.6994,80.87,31,97,2.84,BR,1730683447
532,campos novos,-27.4017,-51.225,61.27,84,100,10.0,BR,1730683448
533,luanda,-8.8368,13.2343,78.8,83,20,6.91,AO,1730683240
534,mokhsogollokh,61.4681,128.9203,-0.8,90,100,1.66,RU,1730683451
535,najran,17.4924,44.1277,63.19,32,0,2.51,SA,1730683452
536,portland,45.5234,-122.6762,54.32,87,78,1.01,US,1730683238
537,geneseo,42.7959,-77.8169,43.03,69,78,4.12,US,1730683454
538,mchinji,-13.7984,32.8802,69.31,65,26,3.29,MW,1730683456
539,nova granada,-20.5339,-49.3142,69.57,92,100,4.07,BR,1730683457
540,fuglafjordur,62.244,-6.814,51.08,90,41,10.83,FO,1730683458
541,cidreira,-30.1811,-50.2056,70.54,82,100,18.75,BR,1730683460
542,kajaani,64.2273,27.7285,23.05,86,20,9.22,FI,1730683461
543,angaur state,6.906,134.13,83.86,75,96,19.33,PW,1730683462
544,masuguru,-11.3667,38.4167,76.08,78,1,5.17,TZ,1730683463
545,banikoara,11.2985,2.4386,73.26,30,65,5.35,BJ,1730683464
546,jayapura,-2.5333,140.7,87.19,66,100,5.82,ID,1730683465
547,kanniyakumari,8.0833,77.5667,79.86,78,100,9.6,IN,1730683466
548,nuuk,64.1835,-51.7216,21.81,79,40,6.04,GL,1730683467
549,thunder bay,48.4001,-89.3168,46.38,93,100,14.97,CA,1730683469
550,labytnangi,66.6572,66.4183,26.02,92,100,11.72,RU,1730683470
551,yingkou,40.6648,122.2283,42.3,64,4,21.54,CN,1730683471
552,minas de marcona,-15.2119,-75.1103,57.18,85,56,12.44,PE,1730683472
553,buka,40.8108,69.1986,59.25,35,100,3.85,UZ,1730683473
554,aswan,24.0934,32.907,65.5,39,0,3.44,EG,1730683474
555,murun-kuren,49.6342,100.1625,19.33,78,4,3.29,MN,1730683476
556,chillicothe,39.3331,-82.9824,60.26,77,0,0.0,US,1730683422
557,kodinsk,58.6881,99.1844,15.89,86,54,4.23,RU,1730683478
558,kapoeta,4.7717,33.5903,77.02,59,100,2.8,SS,1730683479
559,kindu,-2.95,25.95,70.09,99,100,1.77,CD,1730683480
560,cartagena,10.3997,-75.5144,82.02,78,20,10.36,CO,1730683186
561,es castell,39.8795,4.2854,68.68,88,75,8.05,ES,1730683482
562,senanga,-16.1167,23.2667,68.56,83,76,5.95,ZM,1730683484
563,kayangel,8.0823,134.7173,83.73,78,100,20.07,PW,1730683485
564,sao tome,0.3365,6.7273,78.51,86,100,6.55,ST,1730683486
565,marolambo,-20.05,48.1167,64.74,99,18,1.5,MG,1730683488
566,auki,-8.7676,160.7034,83.21,79,100,4.23,SB,1730683489
567,khandud,36.9513,72.318,32.56,46,0,2.42,AF,1730683490
568,hampton bays,40.869,-72.5176,47.86,65,7,7.0,US,1730683203
569,zemio,5.0314,25.1361,70.25,97,100,0.54,CF,1730683493
